City,Longitude,Latitude,20140904,Language20140904,20140905,Language20140905,20140906,Language20140906,20140907,Language20140907,20140908,Language20140908,20140909,Language20140909,20140910,Language20140910,20140911,Language20140911,20140912,Language20140912,20140913,Language20140913,20140914,Language20140914,20140915,Language20140915,20140916,Language20140916,20140917,Language20140917,20140918,Language20140918,20140919,Language20140919,20140920,Language20140920,20140921,Language20140921,20140922,Language20140922,20140923,Language20140923,20140924,Language20140924,20140925,Language20140925,20140926,Language20140926,20140927,Language20140927,20140928,Language20140928,20140929,Language20140929,20140930,Language20140930,20141001,Language20141001,20141002,Language20141002,20141003,Language20141003,20141004,Language20141004,20141005,Language20141005,20141006,Language20141006,20141007,Language20141007,20141008,Language20141008,20141009,Language20141009
Akranes,-22.0797,64.3192,16,en,16,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en
Akron,-81.519,41.0814,12,en,14,en,14,en,14,en,14,en,14,en,14,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,19,en,19,en,22,en,22,en,22,en,23,en,23,en,23,en,24,en
Aksaray,34.037,38.3687,1,en,25,en,25,en,25,en,25,en,34,en,34,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,42,en,42,en,42,en,43,en,43,en,43,en,43,en,43,en
Akureyri,-18.1,65.6833,4,en,11,en,11,en,11,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,15,en,15,en,15,en,15,en,15,en
Al Ahmadi,48.0833,29.0833,24,en,24,en,24,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en
Al Ain,55.8023,24.1302,0,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en
Al Jubail,49.6667,27,0,en,26,en,26,en,26,en,26,en,26,en,26,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,35,en,35,en,35,en,35,en,35,en,35,en
Al Khobar,50.1971,26.2172,1,en,2,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Alabaster,-86.8164,33.2443,0,en,2,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en
Alachua,-82.4944,29.7938,0,en,0,en,0,en,0,en,0,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en
Alajuela,-84.2167,10.0167,0,en,2,en,2,en,2,en,3,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en
Alameda,-122.2416,37.7652,30,en,32,en,32,en,33,en,35,en,35,en,36,en,36,en,36,en,36,en,36,en,37,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,39,en,39,en,39,en,40,en,40,en,40,en,43,en,43,en,45,en,45,en,45,en,45,en,45,en,46,en,46,en
Alamo,-122.0322,37.8502,0,en,0,en,2,en,3,en,3,en,5,en,5,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en
Alamo Heights,-98.4659,29.485,0,en,2,en,4,en,4,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,16,en,23,en,23,en,23,en,23,en,23,en
Alamogordo,-105.9603,32.8995,0,en,61,en,62,en,69,en,69,en,69,en,69,en,69,en,69,en,69,en,69,en,69,en,69,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,71,en,71,en,71,en,71,en,71,en,71,en
Alamosa,-105.87,37.4694,2,en,3,en,6,en,6,en,6,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Alba,8.0357,44.7009,0,en,0,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,10,en,11,en,11,en,11,en,11,en,11,en
Alba Iulia,23.57,46.0669,0,en,0,en,0,en,0,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,7,en,7,en,7,en
Albacete,-1.8585,38.9944,11,en,20,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en
Albania,0,0,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Albany,-122.2978,37.8869,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,5,en,5,en,5,en,6,en,6,en,7,en,7,en
Albemarle,-80.2001,35.3501,20,en,35,en,36,en,36,en,36,en,38,en,38,en,39,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,41,en,41,en,44,en,46,en,47,en,47,en,47,en,49,en,49,en,49,en,49,en
Albemarle County,-78.6115,38.0567,1,en,10,en,11,en,11,en,13,en,14,en,15,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,21,en,21,en,21,en,22,en,23,en,23,en,23,en,23,en,23,en
Albert Lea,-93.3687,43.6478,2,en,2,en,2,en,6,en,12,en,16,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,30,en,30,en,30,en,30,en,30,en
Albertville,-86.2089,34.2676,7,en,57,en,57,en,59,en,59,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en
Albi,2.1486,43.9251,0,en,3,en,4,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,16,en,16,en,16,en,17,en,17,en,17,en
Albignasego,11.8677,45.3467,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,1,en,1,en,2,en,3,en,3,en,3,en,3,en,3,en
Albion,-84.753,42.2431,0,en,1,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,35,en,35,en,35,en,35,en,35,en,35,en
Albufeira,-8.2479,37.0891,0,en,7,en,20,en,21,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,33,en,33,en,33,en,33,en,33,en,33,en
Albuquerque,-106.61,35.1107,0,en,1,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,7,en,9,en,15,en,16,en,16,en,16,en,16,en,16,en,17,en,17,en,19,en,19,en,19,en,19,en,19,en,21,en,21,en,22,en,22,en,23,en,24,en,24,en,24,en,24,en,27,en,29,en,29,en
Albury,146.9165,-36.0808,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en,19,en,23,en,23,en,23,en,37,en,37,en,37,en,37,en
Alcala de Henares,-3.3635,40.482,8,en,9,en,11,en,11,en,11,en,11,en,13,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en
Alcester,-1.8676,52.2153,63,en,64,en,64,en,65,en,86,en,86,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,101,en,103,en,113,en,113,en,113,en,113,en,113,en
Alcoa,-83.9738,35.7895,4,en,22,en,25,en,26,en,26,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en
Alcobendas,-3.6372,40.5373,3,en,14,en,14,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en
Alconbury,-0.2606,52.3557,0,en,90,en,90,en,90,en,90,en,90,en,90,en,90,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,92,en,92,en,93,en,94,en,94,en,94,en,94,en,94,en
Alcorcon,-3.8278,40.3468,1,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Aldbourne,-1.6205,51.4792,2,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,76,en,76,en,76,en,76,en,76,en,76,en
Aldeboarn,5.8925,53.0481,0,en,5,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Alden,-78.492,42.9001,0,en,0,en,50,en,53,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en
Alderley Edge,-2.2372,53.3016,4,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en
Aldershot,-0.7558,51.2484,1,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en
Alderwood Manor,-122.2586,47.8025,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,3,en,3,en,3,en,3,en
Aldie,-77.6419,38.9757,181,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,182,en,183,en,183,en,183,en,183,en,183,en,183,en
Aledo,-97.6022,32.696,2,en,3,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,10,en,10,en,10,en,10,en,10,en
Alessandria,8.6117,44.9073,0,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Alesund,6.3101,62.4724,0,en,1,en,1,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en
Alexander City,-85.9539,32.944,0,en,1,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Alexander County,0,0,0,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Alexandria,-75.0266,40.5945,0,en,260,en,260,en,260,en,260,en,260,en,260,en,260,en,260,en,264,en,267,en,270,en,272,en,273,en,275,en,276,en,277,en,277,en,278,en,279,en,280,en,281,en,281,en,281,en,283,en,283,en,285,en,285,en,285,en,285,en,290,en,291,en,291,en,294,en,296,en,296,en
Alexandria Bay,-75.9177,44.3359,0,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,8,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,40,en,44,en,44,en,44,en,56,en,56,en,56,en,56,en
Alfred,-77.7906,42.2542,0,en,2,en,4,en,5,en,5,en,5,en,5,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,34,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en
Alfreton,-1.3823,53.0975,0,en,2,en,2,en,2,en,14,en,14,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,28,en,28,en,28,en,28,en,29,en,29,en,29,en,29,en,29,en
Algeciras,-5.4562,36.1408,0,en,2,en,2,en,2,en,4,en,16,en,18,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,47,en,47,en,47,en,47,en,47,en
Alger,-84.1209,44.1256,0,en,3,en,3,en,6,en,7,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,12,en,12,en,12,en,12,en,12,en
Algeria,0,0,0,en,1,en,1,en,27,en,27,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,30,en,30,en,30,en,30,en,30,en
Alghero,8.3193,40.558,1,en,3,en,3,en,7,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
Algiers,3.042,36.7529,0,en,2,en,2,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,93,en,93,en,93,en,93,en,93,en,93,en
Algona,-94.233,43.07,1,en,1,en,1,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,10,en,10,en,10,en,10,en,10,en,10,en
Algonac,-82.531,42.6184,0,en,3,en,103,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en,104,en
Algonquin,-88.2942,42.1656,0,en,0,en,1,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Alhambra,-118.127,34.0953,1,en,17,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,23,en,23,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,26,en,26,en,26,en,27,en,27,en,27,en
Alhaurin de la Torre,-4.5495,36.6603,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en
Alicante,-0.4907,38.346,1,en,1,en,1,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Alice Springs,133.8806,-23.7002,195,en,196,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,197,en,201,en,201,en,201,en,201,en,201,en,202,en,202,en,202,en,202,en
Aligarh,78.08,27.9,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,12,en,12,en,12,en,12,en,12,en
Alingsas,12.5362,57.93,10,en,12,en,12,en,12,en,18,en,19,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,21,en,23,en,23,en,23,en,23,en,23,en
Aliquippa,-80.2622,40.6155,1,en,3,en,3,en,3,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en
Aliso Viejo,-117.7256,33.575,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en
Alken,5.3077,50.8761,2,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,14,en,14,en,14,en,14,en,14,en,14,en
Alkmaar,4.7534,52.6324,0,en,1,en,1,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,15,en,15,en,21,en,21,en,21,en,21,en,21,en,21,en
Allahabad,81.8463,25.4358,1,en,402,en,402,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,403,en,404,en,404,en,404,en,406,en,406,en,406,en,406,en,406,en,406,en
Allegan,-85.8553,42.5292,1,en,3,en,3,en,4,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,9,en,9,en,9,en,9,en,9,en
Allen,-96.6705,33.1032,3,en,4,en,6,en,6,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,16,en,16,en,16,en,16,en,16,en
Allen County,0,0,0,en,21,en,35,en,35,en,35,en,37,en,37,en,38,en,38,en,39,en,39,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en
Allen Park,-83.211,42.2575,0,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Allendale,-74.129,41.0415,1,en,12,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,15,en,15,en,15,en,18,en,18,en,18,en,18,en,18,en,18,en
Allendale Charter Township,-85.954,42.9722,0,en,0,en,0,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,10,en,10,en,10,en,10,en,10,en,10,en
Allende,-100.0167,25.2833,11,en,16,en,17,en,17,en,18,en,18,en,19,en,19,en,20,en,20,en,20,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,22,en,22,en,25,en,32,en,32,en,32,en,32,en
Allentown,-75.4902,40.6084,20,en,22,en,22,en,23,en,23,en,23,en,23,en,24,en,24,en,24,en,25,en,25,en,25,en,25,en,26,en,26,en,26,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,32,en,32,en,34,en
Alliance,-81.1059,40.9153,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en
Allison,-92.7952,42.7536,4,en,4,en,7,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
Alloa,-3.7919,56.1141,2,en,11,en,11,en,13,en,14,en,14,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,18,en,19,en,19,en,26,en,31,en,31,en,31,en,31,en,31,en
Allouez,-88.0162,44.4775,0,en,2,en,2,en,2,en,2,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Allschwil,7.5356,47.5505,0,en,0,en,0,en,0,en,6,en,6,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,15,en,15,en,15,en,15,en,15,en
